PrimaryPropertyType,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFABuilding(s),SiteEnergyUseWN(kBtu),TotalGHGEmissions,pct_electricity,pct_steam
Office,47.70008,-122.30321,1974,2,24291,920430.625,6.42,0.9999993209700079,0.0
Retail,47.70053,-122.3038,1958,2,20738,526752.8125,3.67,1.0000003559544355,0.0
Other,47.70175,-122.30269,2000,4,30948,975936.5,6.41,0.9424240204152626,0.0
Office,47.7044,-122.32285,1986,2,21329,2654316.0,18.5,0.999999623255106,0.0
Warehouse,47.57254,-122.32549,1978,1,21755,956406.375,17.51,0.6190841210149818,0.0
Other,47.57217,-122.32421,1960,1,27933,6129780.0,42.73,0.9999998368620081,0.0
Office,47.57013,-122.3244,1983,1,23143,1328072.5,38.87,0.3537555366894503,0.0
Office,47.57075,-122.32724,1962,1,28800,2438706.5,60.12,0.32252630646615327,0.0
Warehouse,47.57294,-122.32811,1952,1,39600,405050.4063,2.82,0.9999989969149675,0.0
Warehouse,47.57199,-122.32811,1952,1,39600,522105.3125,9.25,0.6486871362757872,0.0
Warehouse,47.57747,-122.32844,1937,1,41248,1180859.625,16.5,0.7775852273719664,0.0
Other,47.57587,-122.32789,2009,1,36400,1638043.5,46.16,0.4909478899675131,0.0
Other,47.56398,-122.38727,1920,1,31332,3573328.25,24.91,0.9999999300372139,0.0
Worship Facility,47.57177,-122.38716,1948,2,35864,1404208.25,43.64,0.3331649703667529,0.0
Worship Facility,47.55464,-122.31576,1954,1,20484,961253.6875,38.38,0.11968016507608976,0.0
Office,47.66169,-122.28558,1984,4,27642,1849331.25,12.89,0.9999998648159977,0.0
Office,47.66159,-122.28606,1987,4,22356,2824096.75,19.69,0.9999997344283619,0.0
Other,47.60775,-122.31198,1973,4,45082,4426520.0,93.5,0.6505742660148378,0.0
Worship Facility,47.68351,-122.35482,1951,2,41600,1376059.25,30.99,0.5116603809029299,0.0
Office,47.63567,-122.32522,1960,2,34110,2592728.0,17.87,0.9889139932920075,0.0
Warehouse,47.57798,-122.32783,1970,1,23750,522972.1875,3.65,0.9999996414723298,0.0
Warehouse,47.57832,-122.32649,1970,1,43390,533742.8125,3.72,1.0000003512927866,0.0
Warehouse,47.58238,-122.32719,1959,1,35400,419978.6875,9.29,0.6714769306001986,0.0
Warehouse,47.58517,-122.32853,1966,1,28144,870127.125,8.22,0.931300699308736,0.0
Warehouse,47.5842,-122.32826,1916,3,71283,2654698.5,43.17,0.72775269960035,0.0
Warehouse,47.58661,-122.3281,1989,1,23792,2810298.5,19.88,1.014875110241848,0.0
Office,47.58895,-122.32833,1979,2,47368,1033962.125,7.27,1.0084054094341222,0.0
Other,47.58874,-122.32662,1931,1,46183,1898673.75,27.92,0.8274733876738961,0.0
Office,47.60592,-122.31367,1984,5,49825,2756929.5,41.96,0.7566450284637312,0.0
Education,47.56591,-122.28339,1989,3,51672,1523036.0,20.3,0.7967789336561972,0.0
Office,47.56364,-122.28572,1990,2,27270,2108861.75,14.7,0.9999996443579101,0.0
Other,47.56214,-122.28143,1995,1,28425,2326238.0,57.25,0.5224336460843645,0.0
Other,47.7139,-122.29794,2009,3,35115,2053325.25,31.94,0.7408943127738774,0.0
Other,47.69734,-122.34639,1972,1,66704,677904.625,19.77,0.387530915576804,0.0
Warehouse,47.70117,-122.34284,1969,1,25658,1063960.125,18.87,0.7666010979499819,0.0
Office,47.61345,-122.3198,1907,2,36000,1085871.625,18.04,0.7489421228775547,0.0
Other,47.61324,-122.31724,1913,1,36000,1280845.875,26.52,0.5957320977436102,0.0
Warehouse,47.61467,-122.31777,1915,2,43200,2061027.625,49.18,0.5606887486527503,0.0
Office,47.59501,-122.32852,1913,4,40970,3034711.5,46.85,0.7701545929489508,0.0
Retail,47.58801,-122.32944,1975,1,43794,1278856.25,23.5,0.6498650649750509,0.0
Warehouse,47.57466,-122.33089,1968,1,48280,3123892.75,78.57,0.45045112384219976,0.0
Warehouse,47.57258,-122.33059,1954,1,36040,390592.0,7.74,0.6426936547599541,0.0
Retail,47.68269,-122.28912,1965,1,32822,9134359.0,219.93,0.5921270447110739,0.0
Worship Facility,47.68061,-122.29002,1950,2,20385,908877.375,34.04,0.21329390007095292,0.0
Worship Facility,47.67984,-122.27739,1946,1,24295,227074.2969,1.51,0.951736955482785,0.0
Office,47.66888,-122.28333,1967,2,20317,633770.5,4.33,0.9798404943114266,0.0
Retail,47.66824,-122.28394,1973,1,24377,10133933.0,260.32,0.5622291957130563,0.0
Other,47.70197,-122.34219,1986,1,33392,2786648.75,19.43,0.9999997308595135,0.0
Retail,47.70224,-122.34409,1986,1,45155,6732712.5,158.63,0.6304225822801731,0.0
Warehouse,47.5316,-122.333,1966,1,32000,2340055.75,41.77,0.6885370145561703,0.0
Warehouse,47.5316,-122.333,1970,1,44000,4947630.5,175.53,0.23205512214382218,0.0
Warehouse,47.5316,-122.333,1973,1,36000,3253334.25,124.4,0.1519511866940816,0.0
Warehouse,47.52549,-122.33064,1979,1,31360,1526335.25,43.18,0.41027028629522905,0.0
Warehouse,47.52549,-122.33064,1979,1,33320,2499644.75,64.75,0.5157664904182885,0.0
Warehouse,47.52549,-122.33064,1979,1,48020,2567827.75,59.14,0.5648774533260652,0.0
Warehouse,47.52549,-122.33064,1979,1,27420,1340563.125,39.05,0.3787535182276478,0.0
Education,47.694,-122.28967,1949,2,43645,2332477.5,85.15,0.22245873754409207,0.0
Retail,47.69066,-122.29023,1952,1,26853,1453484.75,21.46,0.7879958836857421,0.0
Other,47.59347,-122.33369,1909,4,44775,1095347.375,29.88,0.40777018340871085,0.0
Other,47.57507,-122.33349,1916,1,27760,3262533.0,112.82,0.2502567790118905,0.0
Other,47.57459,-122.3339,1937,1,20975,347437.6875,6.46,0.7479959985630517,0.0
Other,47.57619,-122.3339,1918,1,26075,1646355.25,17.6,0.8929318262264477,0.0
Warehouse,47.57881,-122.33273,1992,1,29394,1597845.25,26.27,0.7146799729197806,0.0
Warehouse,47.57941,-122.3336,1926,2,20400,501439.6875,12.17,0.48075572398724425,0.0
Office,47.57893,-122.33374,1926,1,20460,903541.875,6.3,1.000000138344446,0.0
Other,47.58168,-122.33369,1925,2,25821,214950.9063,1.46,0.9755669497263245,0.0
Other,47.58217,-122.33263,1955,2,21870,1067194.5,7.49,1.0067049633407967,0.0
Warehouse,47.58069,-122.3325,1988,1,51664,3743867.25,66.77,0.6982093181856275,0.0
Office,47.53419,-122.36624,1970,1,43615,3389213.25,106.35,0.3842939065578125,0.0
Office,47.53419,-122.36624,1970,3,36879,1196289.375,7.98,0.9565135525842149,0.0
Other,47.53578,-122.36205,2002,2,28531,3611021.0,92.7,0.5576710852692355,0.0
Warehouse,47.53846,-122.36175,1982,2,36600,320606.5938,2.15,0.961926566589536,0.0
Other,47.57269,-122.37056,2004,5,35176,1080492.375,7.05,0.9365776412813649,0.0
Education,47.65231,-122.34217,1940,2,26050,3023468.0,61.68,0.6390310729268509,0.0
Warehouse,47.55718,-122.33288,1941,1,48890,2315404.0,61.6,0.4674648571048508,0.0
Office,47.55658,-122.33322,2000,3,43473,4416909.5,30.79,0.9999998867986768,0.0
Retail,47.52254,-122.36627,1990,1,40265,3766310.0,35.48,0.9390159068159551,0.0
Retail,47.52254,-122.36627,2005,1,26208,1761050.125,37.61,0.588720891746338,0.0
Other,47.52801,-122.36918,1975,2,27227,8556389.0,286.89,0.35684878282181887,0.0
Other,47.69766,-122.37346,1926,1,42172,3705229.5,152.14,0.12773972570390038,0.0
Office,47.59657,-122.33394,1910,5,32250,866241.875,11.44,0.7717001674618882,0.0
Retail,47.69061,-122.35731,1953,1,51000,1330840.875,14.17,0.8919330795276332,0.0
Other,47.58452,-122.3337,1916,1,27000,248334.9063,1.6,0.9255927949263892,0.0
Other,47.58787,-122.33365,1935,2,20747,1051152.375,17.45,0.7373983243866048,0.0
Warehouse,47.58903,-122.33361,1928,2,40800,929876.625,27.83,0.36293739505496225,0.0
Office,47.59508,-122.33378,1920,2,20150,592196.6875,4.02,0.9729436387635991,0.0
Office,47.59639,-122.33368,1909,7,36000,1682454.875,11.73,1.0000000742961976,0.0
Warehouse,47.59081,-122.33487,1938,2,41276,2880753.0,96.62,0.27284567611315513,0.0
Other,47.58999,-122.33539,1937,2,24430,1297406.125,23.62,0.6992459666397829,0.0
Office,47.58686,-122.33469,1927,1,22580,937950.625,9.65,0.9166708535430637,0.0
Warehouse,47.60192,-122.31641,1926,1,20000,877874.875,33.52,0.14724649683133942,0.0
Warehouse,47.60224,-122.31529,1954,1,42000,2298245.25,82.07,0.26284314087019217,0.0
Other,47.61234,-122.31628,1962,1,24248,120610.5,0.79,0.9265362468441802,0.0
Healthcare,47.70178,-122.32352,2009,6,244500,11314740.0,292.8,0.560208542131768,0.0
Warehouse,47.55608,-122.3388,1932,1,24617,109471.7969,0.75,0.9766716453706078,0.0
Other,47.55768,-122.33137,2009,3,42355,3363692.75,22.62,0.9647465571877812,0.0
Retail,47.55772,-122.33017,1964,1,37247,1988034.875,58.36,0.37624993877433865,0.0
Retail,47.69274,-122.37602,1993,1,25384,3207111.5,77.23,0.5648409791801751,0.0
Office,47.58462,-122.3347,1910,3,49052,1441445.625,10.05,0.9999995664075084,0.0
Warehouse,47.58318,-122.3347,1900,2,52110,671037.375,25.15,0.1939146832171606,0.0
Office,47.57595,-122.33624,1937,2,39036,1633524.125,39.25,0.5561858475766313,0.0
Office,47.57529,-122.33475,1923,1,26310,841208.1875,14.99,0.6693895855596389,0.0
Retail,47.54723,-122.28455,1966,1,37883,12869714.0,413.1,0.4164797290755645,0.0
Education,47.53887,-122.37564,1962,3,29874,1478408.125,54.27,0.19631859098447527,0.0
Worship Facility,47.64,-122.39743,1965,1,20140,1164370.875,47.08,0.10511255702784561,0.0
Other,47.70281,-122.35623,1990,2,40485,1393424.5,44.97,0.3272312206366402,0.0
Office,47.60104,-122.30155,1971,2,39953,1608929.125,28.05,0.7014286598858107,0.0
Retail,47.60009,-122.3017,1998,2,21200,1652954.75,11.69,1.0141995720088526,0.0
Retail,47.59881,-122.30189,1980,1,30630,6194518.0,42.24,0.9780410679248974,0.0
Retail,47.59881,-122.30189,1980,2,23421,1955353.0,13.22,0.9699660368230186,0.0
Education,47.6763,-122.38051,1931,3,117116,6499178.0,256.31,0.15873515081445685,0.0
Worship Facility,47.67628,-122.38238,1928,2,24120,1024822.188,31.54,0.33596267140929625,0.0
Worship Facility,47.6764,-122.38502,1929,3,35736,1342448.875,51.15,0.15873677126065602,0.0
Warehouse,47.57298,-122.33644,1941,1,51050,1355995.25,27.75,0.580425337035657,0.0
Retail,47.57044,-122.33475,1954,2,21900,1439042.25,42.66,0.3990410983416227,0.0
Warehouse,47.57227,-122.33843,1952,1,16300,150167.7969,1.6,0.9201639955603558,0.0
Warehouse,47.57339,-122.33735,1964,1,33462,1386445.375,9.67,0.9999997295241437,0.0
Other,47.57506,-122.33862,1952,1,35310,1519845.5,44.68,0.371244971939582,0.0
Other,47.54089,-122.32323,1962,3,36140,4653535.0,32.44,0.9999997851095995,0.0
Other,47.59886,-122.31678,1991,2,26579,8224244.0,298.91,0.3548497588349762,0.0
Warehouse,47.59774,-122.31936,1930,1,23903,486884.9063,14.37,0.34248134999127616,0.0
Other,47.67923,-122.31715,1947,3,22522,630412.625,23.52,0.2166977541098578,0.0
Other,47.67905,-122.31697,1996,4,38959,963968.1875,23.84,0.5455709086872745,0.0
Warehouse,47.5867,-122.30519,1928,2,25955,1218112.0,8.49,1.0,0.0
Education,47.60776,-122.32481,1923,4,46100,2412536.25,78.19,0.4549291228266518,0.22726899440371104
Worship Facility,47.70901,-122.35498,1951,2,21936,686216.5,28.78,0.11222405756783756,0.0
Other,47.7162,-122.2956,1960,1,25406,2484501.5,41.96,0.7654883685922508,0.0
Office,47.56029,-122.2858,1967,2,23250,888432.5,6.3,1.0177880705624793,0.0
Warehouse,47.55966,-122.33146,1960,1,30000,3246531.0,120.72,0.18504489869340537,0.0
Warehouse,47.56522,-122.32205,1962,1,45036,1989787.875,49.53,0.4970082552141393,0.0
Office,47.70868,-122.30089,1980,4,23022,1075427.75,14.64,0.8045580002933717,0.0
Other,47.56173,-122.32885,1967,1,27263,2408141.75,17.22,1.0259537255230096,0.0
Warehouse,47.56318,-122.32889,1962,1,31569,3344952.0,125.59,0.2406587598267479,0.0
Warehouse,47.56362,-122.32876,1956,1,22509,177812.7969,1.24,1.0000011422125041,0.0
Warehouse,47.56424,-122.32902,1956,1,39984,1163530.25,36.82,0.37584067969010687,0.0
Worship Facility,47.62322037,-122.320017,1906,1,26440,826275.1875,27.93,0.27033971657293654,0.0
Other,47.59291,-122.31042,1956,2,28800,1266706.875,29.44,0.5357656245451419,0.0
Education,47.61791,-122.28594,2009,2,28500,1300765.5,28.64,0.5516036518496223,0.0
Other,47.62902,-122.33173,1978,2,26519,3717064.0,97.27,0.58394205749484,0.0
Other,47.62643,-122.33946,1921,2,26300,3711173.0,116.94,0.41440347836115426,0.0
Other,47.63734,-122.33988,1962,2,34072,7007726.0,226.81,0.38017853437762833,0.0
Office,47.63614,-122.33982,1949,3,23355,840549.375,5.86,0.99999955386321,0.0
Office,47.63575,-122.33895,1965,4,30840,3840161.75,101.21,0.4906808938451616,0.0
Other,47.67642,-122.3035,1946,1,20332,431857.6875,10.99,0.4953645753961483,0.0
Worship Facility,47.61118,-122.288,1900,1,21850,359962.5938,13.09,0.227957019460726,0.0
Other,47.66827,-122.29978,1997,4,25297,1500695.375,34.62,0.5675082459689729,0.0
Office,47.60449,-122.33803,1983,13,224493,9691704.0,66.32,0.9815432869183789,0.0
Other,47.64633,-122.3508,1918,2,28309,498364.9063,11.85,0.47852687254917176,0.0
Hospitality,47.60154,-122.3352,1914,4,45500,2934339.25,122.0,0.36449534592838917,0.3207330875255818
Office,47.60106,-122.33458,1900,5,38376,2142457.5,14.35,0.9608279277418572,0.0
Office,47.60149,-122.33458,1900,4,42804,1598032.0,46.53,0.4814778427465783,0.0
Other,47.6005,-122.33514,2005,5,57600,7355579.0,223.36,0.434761287996499,0.0
Office,47.60023,-122.33459,1900,4,33300,1355968.5,18.76,0.7931622305385413,0.0
Other,47.59976,-122.33514,1900,3,22200,231847.0938,7.05,0.27799787758219463,0.0
Warehouse,47.64306,-122.34219,1968,2,29498,3930355.5,50.05,0.827834276059761,0.0
Warehouse,47.64793,-122.34358,1938,1,23050,486485.3125,3.25,0.9592745926938956,0.0
Office,47.64747,-122.34086,2008,4,48350,3280955.5,22.09,0.9656123040986079,0.0
Retail,47.66097,-122.3192,1930,1,46059,1656820.0,20.66,0.8293441653287623,0.0
Office,47.67437,-122.3181,1970,2,23595,823716.875,6.53,0.9704803000424145,0.0
Office,47.59938,-122.33328,1900,3,28142,911154.125,34.08,0.4544796414108316,0.3738287348476856
Office,47.59954,-122.33327,1900,3,28760,2726126.75,124.59,0.20989486273886568,0.1836865481401406
Office,47.59979,-122.33318,1902,4,39030,773324.6875,13.69,0.6780360286894371,0.0
Office,47.60071,-122.33377,1909,3,47215,2136896.0,63.81,0.7476147645931295,0.0
Other,47.61492,-122.31728,1926,2,34580,4489734.5,69.53,0.7410337960964062,0.0
Office,47.61459,-122.31724,1917,3,30720,1361277.25,25.53,0.6832436228549328,0.0
Other,47.61428,-122.31726,1916,2,20640,412562.4063,2.88,0.9999990151792947,0.0
Other,47.61421,-122.3193,1912,2,34914,1314474.5,9.29,1.0143140852104777,0.0
Office,47.61508,-122.31845,1906,3,20897,1031474.188,17.79,0.703113086529316,0.0
Retail,47.61478,-122.31847,1916,2,36940,336745.4063,2.35,0.9999987934505048,0.0
Office,47.61435,-122.31859,1913,3,22866,1213909.875,20.76,0.7232456198611944,0.0
Retail,47.61466,-122.31984,1920,1,30240,1316900.75,18.19,0.805954435062779,0.0
Other,47.65729,-122.31937,1962,2,28586,5078204.0,35.4,0.9999998030799866,0.0
Hospitality,47.59766,-122.32394,1908,3,28800,4644346.0,190.45,0.2623176653935775,0.0
Other,47.59697,-122.32474,1913,3,28800,935833.1875,29.21,0.43053292550602135,0.0
Office,47.59644,-122.32415,1979,3,35202,3605755.5,25.14,0.9999998613328053,0.0
Healthcare,47.61318,-122.32747,1969,6,69035,7437745.0,183.79,0.5790737649650533,0.0
Worship Facility,47.61426,-122.32661,1910,2,24600,347690.5938,5.66,0.7429364055462119,0.0
Worship Facility,47.60514,-122.32613,1900,1,48850,1259282.25,65.05,0.19052360977850677,0.647730979293959
Healthcare,47.58767,-122.38672,1961,3,54863,2066851.25,14.21,0.985905492715066,0.0
Warehouse,47.55317,-122.33289,1964,1,25000,2044286.625,65.89,0.42147759001260404,0.0
Warehouse,47.55544,-122.33294,1960,1,25000,342696.3125,8.61,0.4196047484461917,0.0
Other,47.55523,-122.33448,1927,1,22622,872014.3125,26.56,0.36173259484201414,0.0
Office,47.61543,-122.32657,1917,3,27544,1092060.75,17.41,0.7418222841540638,0.0
Office,47.61161,-122.34592,1989,7,47415,1552850.625,10.31,0.9524283766830438,0.0
Other,47.63644,-122.34218,1961,3,22960,2447325.5,95.38,0.22159986483203808,0.0
Retail,47.62048,-122.31386,1998,1,44739,15006878.0,393.07,0.5511014349553585,0.0
Other,47.66816,-122.27706,1948,1,22778,2675057.75,120.86,0.08387071269769783,0.0
Worship Facility,47.68517,-122.38733,1956,2,21562,1000251.875,37.28,0.18974220868118843,0.0
Other,47.62322,-122.29006,1959,1,25753,1612521.0,62.51,0.143590688121271,0.0
Worship Facility,47.53857,-122.28026,1968,1,24200,900697.125,22.38,0.517748960284513,0.0
Education,47.63651,-122.34418,1981,4,21302,1778251.875,49.79,0.5198639253508449,0.0
Other,47.56785,-122.37039,1994,3,66610,742571.5,18.81,0.4436125006144189,0.0
Other,47.56774,-122.33289,1950,1,36000,3823703.75,58.79,0.7643991771067515,0.0
Education,47.71387,-122.3535,1938,2,23222,1331981.25,55.06,0.15823270785530952,0.0
Other,47.61426,-122.3253,1924,2,24476,2800725.0,91.69,0.3845793499897348,0.0
Retail,47.61386,-122.32481,1910,2,24750,906960.625,28.07,0.32208454473974546,0.0
Education,47.61339,-122.32594,1904,3,60000,3928621.25,121.63,0.3912344566175729,0.0
Other,47.61449,-122.32592,1954,2,46560,734550.6875,17.31,0.5713873897912592,0.0
Other,47.63303,-122.34268,1980,3,30408,1469861.875,10.04,0.9800607965289255,0.0
Office,47.63439,-122.34078,1920,3,30109,1589657.75,34.03,0.5973833046767457,0.0
Office,47.63985,-122.36712,1960,2,25481,1052797.5,38.59,0.20829361771850713,0.0
Office,47.62298,-122.33082,1912,2,27788,2127889.25,35.99,0.7800988702772007,0.0
Hospitality,47.729,-122.34473,1990,4,33120,1974631.125,58.52,0.4908217984257693,0.0
Warehouse,47.56683,-122.33358,1941,2,22324,723060.1875,22.33,0.26816301512935947,0.0
Other,47.5661,-122.33358,1946,2,31360,1886366.625,39.65,0.5971235840752854,0.0
Other,47.56555,-122.33362,1947,1,30496,2217613.5,46.01,0.5843461901724534,0.0
Office,47.61545,-122.3238,1922,3,27600,1103795.25,12.57,0.871301991922868,0.0
Healthcare,47.66312,-122.35311,1961,2,55974,6412428.0,203.21,0.41447685650427574,0.0
Healthcare,47.70883,-122.28887,1954,1,22583,2123591.75,70.92,0.35021138126007506,0.0
Office,47.66117,-122.3391,1997,3,24328,2305643.5,16.07,0.9999997831408021,0.0
Office,47.6483,-122.33438,1981,3,20660,735909.0,5.02,0.9786142036583327,0.0
Warehouse,47.70833,-122.34429,1972,1,29400,227509.5,1.59,0.9999978022895747,0.0
Hospitality,47.54774,-122.32091,1992,3,22452,1269576.0,41.88,0.413039471445585,0.0
Other,47.66148,-122.31279,1912,2,25767,1620383.625,11.02,0.9759121084675242,0.0
Retail,47.66188,-122.31279,1953,4,33910,1904055.75,38.21,0.6670624008777054,0.0
Worship Facility,47.6645,-122.31224,1927,2,78401,2846592.0,87.41,0.33021030059804846,0.0
Warehouse,47.64748,-122.33435,1979,2,78716,4311327.5,48.13,0.8537523535384403,0.0
Education,47.66389,-122.33692,1910,2,33300,1903636.375,69.2,0.17645544307273495,0.0
Retail,47.66185,-122.33594,1957,1,28808,9450746.0,226.73,0.6045586242609843,0.0
Office,47.66345,-122.3134,1957,1,20962,1181649.25,7.67,0.9313254334989846,0.0
Retail,47.66429,-122.31389,1950,1,26226,7798479.5,156.18,0.6859632060326631,0.0
Other,47.6616,-122.31393,1976,2,19193,1223177.375,8.09,0.9481919987279033,0.0
Office,47.6342,-122.32661,1998,3,27640,6197824.5,43.21,0.9999999193265314,0.0
Other,47.60135,-122.33327,1900,1,21420,812371.625,9.72,0.8893306680917124,0.0
Office,47.6011,-122.33197,1900,1,20880,683274.0,4.76,1.0,0.0
Other,47.59938,-122.33197,1966,3,26000,1063035.875,18.62,0.7714330431228391,0.0
Office,47.59954,-122.33201,1900,3,38675,1956121.125,43.91,0.6544047726083424,0.0
Office,47.59986,-122.33195,1929,4,49951,5683758.0,185.33,0.3682280280054147,0.06722312948580851
Office,47.5195,-122.26935,2010,2,25880,1956483.5,19.81,0.9229927060463327,0.0
Worship Facility,47.66517,-122.31037,1927,3,41013,1191549.25,37.43,0.36331691703049623,0.0
Other,47.66453,-122.30999,2004,2,21075,1715969.625,53.88,0.3799950712997032,0.0
Worship Facility,47.67842,-122.31949,1950,3,46485,1689227.75,47.03,0.4494314043799008,0.0
Office,47.67819,-122.3231,1965,4,56896,1507071.5,28.46,0.6616295245447877,0.0
Worship Facility,47.67783,-122.32577,1978,2,27500,654455.1875,14.79,0.5251222796671621,0.0
Office,47.59856,-122.33248,1930,2,36630,541943.3125,3.78,0.999999423371425,0.0
Office,47.59954,-122.33115,1900,3,26830,2139205.25,60.93,0.5123257808010708,0.0
Office,47.59971,-122.33065,1906,5,41920,1103594.75,7.69,1.0000002265324295,0.0
Office,47.60048,-122.33157,1905,5,36879,1664247.375,26.94,0.712644657168229,0.0
Other,47.60055,-122.33057,1904,6,29820,1624991.375,35.72,0.6583388788755878,0.0
Office,47.60026,-122.3299,1905,2,33640,1144343.125,7.52,0.9424935375043215,0.0
Warehouse,47.59986,-122.32987,1906,4,43484,1567040.75,10.92,1.0000001595363746,0.0
Other,47.599,-122.32717,1900,3,22480,981009.125,6.84,0.9999998725801863,0.0
Hospitality,47.5985,-122.32677,1925,4,33018,5153234.0,173.67,0.35464079449914365,0.0
Office,47.5962,-122.32548,1970,2,26510,1017753.188,11.18,0.8782080081285877,0.0
Warehouse,47.65429,-122.32618,1938,1,40028,942415.1875,6.76,0.9955261889282743,0.0
Office,47.65373,-122.32721,2007,3,26282,2250450.5,15.25,0.9722724405624563,0.0
Worship Facility,47.71705,-122.28577,1954,1,21624,730124.5,20.96,0.42885425704794183,0.0
Office,47.59819,-122.32599,1993,3,21600,1514428.75,32.42,0.705903793757217,0.0
Other,47.59769,-122.32537,1909,3,20620,791926.875,20.78,0.5177990707791045,0.0
Hospitality,47.59983,-122.32598,1910,5,40552,1377497.25,53.25,0.16510740765544177,0.0
Office,47.60105,-122.32542,1909,3,31432,1439572.375,10.04,0.9999997395059765,0.0
Retail,47.59935,-122.32468,1917,2,24550,1031447.625,6.73,0.08745087759545717,0.0
Other,47.60285,-122.31458,1908,3,25864,1028277.313,34.61,0.42163625951747513,0.0
Other,47.66192,-122.30998,1924,3,20686,1321763.125,42.71,0.351249018238423,0.0
Education,47.6617,-122.31007,1929,3,22124,652060.0,4.45,0.9779544827163145,0.0
Education,47.66289,-122.30863,1926,3,27487,1753311.875,65.95,0.23158800541403965,0.0
Education,47.66164,-122.30874,1926,4,23616,1771038.0,53.65,0.42005140488233456,0.0
Education,47.66238,-122.30801,1976,3,33448,1073833.25,6.96,0.9299702723863319,0.0
Other,47.60153,-122.31986,2005,2,22388,2506557.5,81.24,0.31594727030997694,0.0
Healthcare,47.60133,-122.31088,1987,2,74840,8485438.0,249.46,0.4844820031682513,0.0
Other,47.60133,-122.31088,1913,3,20992,2879554.5,104.74,0.20034071242617565,0.0
Education,47.6032,-122.30596,1925,2,22344,1663727.125,55.23,0.3339405793483111,0.0
Education,47.62531,-122.32303,1921,3,31900,2737986.0,96.2,0.27528007813042144,0.0
Other,47.68475,-122.38257,1950,2,29417,1816709.0,56.25,0.3627108138947955,0.0
Other,47.59737,-122.32487,1909,3,49299,4821852.0,9.23,0.2745401559400828,0.0
Retail,47.58217,-122.38479,1997,1,31841,13584036.0,404.21,0.4685879071580788,0.0
Other,47.627,-122.29153,1988,2,21036,2830649.5,78.36,0.5125749408395494,0.0
Other,47.66272,-122.31798,1999,2,32928,5652231.0,39.4,0.9999998230787099,0.0
Warehouse,47.54761,-122.32759,1960,1,44476,1529218.125,29.7,0.6088758593545966,0.0
Office,47.54494,-122.32543,1969,1,35017,1394293.5,27.06,0.6488095942497042,0.0
Education,47.66281,-122.30819,1950,3,29084,1741865.25,60.83,0.32187621861105503,0.0
Worship Facility,47.58671,-122.30201,1963,2,22952,545136.5,19.28,0.227242167787334,0.0
Warehouse,47.54443,-122.32688,1976,1,21040,657383.1875,19.14,0.4058743896610529,0.0
Warehouse,47.54491,-122.32758,1951,2,28032,1539819.875,46.61,0.3315556632882142,0.0
Warehouse,47.54333,-122.32792,1974,1,25620,652579.875,20.46,0.2910739470781259,0.0
Warehouse,47.59775,-122.32219,1992,3,33238,1632472.0,11.38,1.0,0.0
Education,47.60745,-122.32542,1912,4,27800,1275996.25,38.36,0.4141548221634664,0.0
Retail,47.54427,-122.38609,1998,1,33706,8992072.0,206.33,0.6148189204890708,0.0
Other,47.65532,-122.37133,1961,2,37600,2477406.25,93.55,0.19062234948345674,0.0
Education,47.70597,-122.36113,1954,1,42128,1869043.875,49.55,0.47807170925829656,0.0
Other,47.61314,-122.32262,1912,3,33708,835610.875,19.61,0.6786484199358942,0.1992415504405684
Other,47.73368,-122.31366,1948,2,47237,5996179.5,41.7,0.9975401837119786,0.0
Retail,47.68217,-122.31675,1997,1,38000,14368231.0,364.27,0.5645808450601887,0.0
Worship Facility,47.66295,-122.31494,1938,3,26373,1172287.125,38.18,0.24096315141224467,0.0
Other,47.62164,-122.31238,1947,2,21656,1607972.25,51.89,0.45164834156808364,0.0
Warehouse,47.63319,-122.36294,1921,3,23040,472415.4063,2.94,0.892075055935787,0.0
Other,47.63286,-122.36141,1956,2,36771,5400237.5,37.97,1.0086734148266627,0.0
Warehouse,47.53104,-122.32784,1977,1,24024,404484.4063,2.62,0.9290172727234751,0.0
Warehouse,47.53326,-122.32579,1953,1,42420,1129170.375,29.39,0.4200606130850714,0.0
Warehouse,47.53379,-122.33063,1979,1,36982,405866.9063,6.88,0.6956812581100063,0.0
Warehouse,47.53651,-122.32954,1964,2,23400,454896.5,3.06,0.9656416349653163,0.0
Other,47.62518,-122.35317,1948,2,30720,1915150.75,67.15,0.25170185689037794,0.0
Warehouse,47.56626,-122.3244,1972,1,23232,127374.0,0.89,1.0,0.0
Warehouse,47.56501,-122.3248,1974,1,35046,1092979.75,17.65,0.7697891932581551,0.0
Other,47.56477,-122.32628,1961,1,25577,883072.875,14.19,0.8194872931636588,0.0
Warehouse,47.56448,-122.32484,1974,1,43380,412764.8125,2.82,0.9813384952720503,0.0
Office,47.65576,-122.34208,1995,3,20410,2827857.0,77.84,0.5106906042278658,0.0
Office,47.70349,-122.33424,1983,3,18396,624125.625,4.35,0.9999989985990401,0.0
Worship Facility,47.71479,-122.32824,2002,1,24955,773357.0,21.87,0.41378819872322875,0.0
Other,47.62342,-122.29688,1991,3,34074,8652913.0,286.33,0.4164827497976693,0.0
Worship Facility,47.71856,-122.32084,1961,2,76475,1913404.25,67.33,0.2995922058812193,0.0
Education,47.71923,-122.32171,1988,2,32961,1719595.125,62.94,0.25974660750448453,0.0
