PrimaryPropertyType,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),SiteEnergyUse(kBtu),TotalGHGEmissions,pct_electricity,pct_steam,has_parking
Office,47.59728,-122.31587,2001,5,22095,48237,1981115.25,19.12,0.9419462093384017,0.0,True
Retail,47.6899,-122.37619,1994,1,0,45522,12250422.0,326.74,0.5730178927713674,0.0,False
Retail,47.72286,-122.34612,1979,2,0,20088,326778.6875,2.28,0.9999978961296244,0.0,False
Office,47.56999,-122.34703,1997,2,0,40657,2826828.0,23.6,0.9701347234426715,0.0,False
Warehouse,47.57279,-122.35066,1900,1,0,20200,269016.6875,2.25,0.9694863260109097,0.0,False
Education,47.6073,-122.32585,1904,1,0,44086,3652708.75,184.0,0.33370960660359245,0.5257671447251303,False
Office,47.60663,-122.32526,1970,7,20824,33548,1403820.0,9.79,1.0,0.0,True
Office,47.60819,-122.32282,1956,3,0,21282,1245923.75,62.23,0.38796997007240613,0.6120296787825098,False
Other,47.54563,-122.27616,1921,2,0,41022,3787648.25,26.41,0.9999999339959829,0.0,False
Other,47.57058,-122.35626,1966,2,0,28109,3612526.75,38.39,0.92076300888291,0.0,False
Office,47.72986,-122.29278,1985,3,12990,20590,409578.4063,2.86,1.000001449539309,0.0,True
Warehouse,47.72051,-122.30103,1977,1,0,21936,113130.0,2.69,0.6349067444532839,0.0,False
Other,47.72083,-122.29979,1969,1,0,30160,1045838.5,44.26,0.23387645415616273,0.0,False
Other,47.61056,-122.33661,1909,11,0,111137,9546165.0,294.65,0.4821260684264309,0.0,False
Other,47.56319,-122.35067,1997,1,0,40189,1509292.0,37.65,0.6103755933245522,0.0,False
Office,47.56877,-122.36369,1988,2,0,66484,3046543.0,21.24,1.0,0.0,False
Office,47.60789,-122.32249,1959,3,0,25151,1356874.75,62.05,0.44800745241961354,0.5519925015186553,False
Hospitality,47.60958,-122.32646,1928,6,0,35770,2640980.25,112.34,0.2291372682548459,0.0,False
Hospitality,47.60981,-122.32687,1928,9,0,48006,3239754.0,101.31,0.47331927053720746,0.0,False
Other,47.59949,-122.31851,1960,2,0,29631,5144392.0,146.93,0.5320850355105132,0.0,False
Office,47.59727,-122.32196,1989,2,0,23472,1625308.625,46.45,0.5316553340753976,0.0,False
Office,47.5956,-122.32292,1973,2,0,21315,2796425.0,110.66,0.29342213719302324,0.0,False
Office,47.62481,-122.35762,1984,4,15812,41298,2190460.0,24.31,0.910536599618345,0.0,True
Office,47.61833,-122.35871,1979,3,0,34030,1748629.875,22.26,0.8751594730703088,0.0,False
Other,47.58654,-122.37644,1902,2,0,20398,9313513.0,334.15,0.3734953717249334,0.0,False
Warehouse,47.5746,-122.32637,1952,1,0,41308,1642471.5,38.57,0.6421828323961786,0.0,False
Other,47.60195,-122.33516,1913,3,0,43878,769771.3125,5.37,0.9999995940352739,0.0,False
Other,47.62591,-122.35843,1912,3,0,34976,873711.125,15.7,0.7616613557484461,0.0,False
Warehouse,47.65674,-122.37223,1957,1,0,38255,985401.8125,33.8,0.40777781703136456,0.0,False
Office,47.65103,-122.35541,1989,3,0,48924,2282551.25,59.24,0.5885401258788823,0.0,False
Office,47.64168,-122.32562,1959,4,18036,32297,1602084.375,11.17,0.9999997659299311,0.0,True
Office,47.6404,-122.32553,1986,4,21906,35526,2520483.25,17.57,0.9999999008126715,0.0,True
Office,47.63995,-122.32557,1969,3,7956,17956,666740.3125,4.65,0.9999995313017765,0.0,True
Office,47.64113,-122.32625,2000,3,21908,35224,1994967.75,13.91,0.999999624054073,0.0,True
Worship Facility,47.52172,-122.35487,1957,2,0,24224,968026.3125,26.73,0.5526037805919661,0.0,False
Worship Facility,47.51989,-122.35489,1963,1,0,23706,400770.9063,13.12,0.4413219553108065,0.0,False
Warehouse,47.5465,-122.31704,1963,1,0,31900,1964681.25,13.7,0.9999998727528957,0.0,False
Other,47.5219,-122.38787,1917,1,0,49066,3835202.0,178.86,0.14028074662038661,0.0,False
Worship Facility,47.52097,-122.38688,1952,3,0,30740,1686262.25,61.3,0.3631896521433721,0.0,False
Retail,47.52262,-122.26922,1959,1,0,67450,2842819.5,55.86,0.7252497036832624,0.0,False
Warehouse,47.65649,-122.37507,1948,1,0,46970,882896.5,6.16,0.999999433682204,0.0,False
Warehouse,47.6331,-122.37582,1931,1,0,47554,1035554.688,16.04,0.8154875930608505,0.0,False
Office,47.63063,-122.37428,1979,2,5400,37616,1234095.5,60.57,0.0873700617172658,0.0,True
Other,47.63034,-122.37412,1931,1,0,24196,1055033.0,22.29,0.6931337692754634,0.0,False
Office,47.63128,-122.37387,1940,2,0,20671,638507.125,24.76,0.31060107590811925,0.0,False
Warehouse,47.58065,-122.33356,1927,1,0,21600,499828.5938,14.36,0.5284891726416473,0.0,False
Worship Facility,47.50959,-122.37417,1977,1,0,35844,866126.375,6.04,0.9999995670377778,0.0,False
Office,47.66116,-122.34172,1916,3,0,31774,1639136.25,18.87,0.9015888703577876,0.0,False
Warehouse,47.56121,-122.33872,1953,1,0,26094,709990.8125,4.95,1.0000002640879244,0.0,False
Office,47.56121,-122.33872,1983,2,0,23687,1084553.75,7.56,1.000000230509553,0.0,False
Office,47.56121,-122.33872,1983,2,0,24221,1435562.75,10.01,1.000000174147734,0.0,False
Other,47.60546,-122.34091,1900,2,14083,57836,5381105.0,37.51,0.9999998141645629,0.0,True
Office,47.60546,-122.34091,1900,2,0,32027,3999505.25,128.41,0.4552100537935286,0.0,False
Office,47.6032,-122.33663,1906,3,0,32160,2805826.0,19.56,1.0,0.0,False
Other,47.59549,-122.32538,1992,3,7572,40264,3540225.75,109.59,0.4801897167150993,0.0,True
Office,47.58802,-122.32111,1914,3,0,34425,2018385.75,50.07,0.6134461660760337,0.0,False
Office,47.57296,-122.38643,1984,3,12000,28304,1961581.5,13.67,0.999999745103632,0.0,True
Warehouse,47.52878,-122.32771,1990,1,0,29619,1280263.75,42.45,0.4325179089074419,0.0,False
Education,47.59692,-122.30601,1922,2,0,21592,1431784.0,54.24,0.33007213378554306,0.0,False
Education,47.69061,-122.31992,1931,2,0,23923,805643.5,19.51,0.6262310811171442,0.0,False
Office,47.59976,-122.31441,1907,3,0,25200,1748444.25,37.08,0.691415239576555,0.0,False
Office,47.59693,-122.31124,1963,2,0,28296,1328461.25,9.26,0.9999998118123505,0.0,False
Office,47.61744,-122.30514,1999,3,0,31357,1965075.625,22.48,0.9031021388807874,0.0,False
Warehouse,47.55945,-122.33601,1968,1,0,160000,1157976.5,8.07,1.0000004317876918,0.0,False
Warehouse,47.55601,-122.33627,1960,1,0,53550,4590246.5,174.62,0.3265680829994642,0.0,False
Warehouse,47.55716,-122.33744,1924,1,0,38412,1628540.0,67.05,0.25869429059157284,0.0,False
Other,47.55662,-122.33728,1930,1,0,25881,545426.375,3.8,0.9999993124644917,0.0,False
Office,47.55498,-122.32497,1953,1,0,24291,655422.375,19.61,0.5027094169618485,0.0,False
Warehouse,47.55458,-122.32639,1966,1,0,36544,1269847.75,8.85,0.999999409378014,0.0,False
Warehouse,47.58387,-122.32092,1949,1,0,20796,1324092.125,51.1,0.3147084648660681,0.0,False
Warehouse,47.5822,-122.321,1947,1,0,21349,659761.875,17.04,0.5911890558999032,0.0,False
Warehouse,47.58082,-122.32031,1936,1,0,38630,416885.5938,2.91,1.0000009743680427,0.0,False
Warehouse,47.58032,-122.32083,1950,1,0,20724,1832031.5,83.3,0.16565817782063244,0.0,False
Other,47.5793,-122.32226,1960,1,0,24109,4747403.5,33.1,0.9999998946792704,0.0,False
Other,47.58118,-122.32211,1955,1,0,25375,4069301.5,28.37,0.9999998771287898,0.0,False
Warehouse,47.5829,-122.32417,1985,1,0,22803,764094.5,21.5,0.5413597401892043,0.0,False
Other,47.5829,-122.32417,1985,1,0,23100,4323672.0,157.07,0.36372879348849774,0.0,False
Other,47.58252,-122.32193,1951,1,0,41550,642645.1875,4.48,0.9999997082371367,0.0,False
Other,47.52305,-122.31899,1994,2,0,54170,5804784.5,178.35,0.4851837307655435,0.0,False
Education,47.55095,-122.27978,1912,2,0,42252,2203758.5,102.35,0.14445820628712266,0.0,False
Other,47.54514,-122.28596,1955,1,0,23100,863703.0,13.87,0.8030445650877674,0.0,False
Worship Facility,47.5419,-122.28302,1981,3,0,22895,440419.1875,12.92,0.5153908059466642,0.0,False
Other,47.69316,-122.30487,2006,6,7132,41047,797170.3125,12.22,0.8189717928061954,0.0,True
Warehouse,47.59294,-122.32555,1937,1,0,52325,808968.1875,18.03,0.6680472833797312,0.0,False
Other,47.59322,-122.32491,1920,4,0,20600,270838.5,9.71,0.37392763584202393,0.0,False
Retail,47.58698,-122.32397,1944,1,0,25880,162960.0,1.14,1.0,0.0,False
Warehouse,47.58336,-122.32525,1960,1,0,45842,819354.625,12.55,0.8191654498807522,0.0,False
Other,47.57936,-122.32322,1972,1,0,31365,652991.6875,5.09,0.9822452755189169,0.0,False
Other,47.57959,-122.32557,1910,1,0,32100,758008.875,25.77,0.41427087512662697,0.0,False
Warehouse,47.57895,-122.32551,1966,1,0,20520,1167887.75,40.85,0.3929119044188964,0.0,False
Warehouse,47.57833,-122.32563,1945,1,0,22972,495481.0,3.45,1.0,0.0,False
Warehouse,47.57934,-122.32501,1953,1,0,24990,523614.0938,8.7,0.7910654142136463,0.0,False
Retail,47.57667,-122.32542,1951,2,0,24000,1318947.25,40.94,0.478323147495095,0.0,False
Warehouse,47.56845,-122.32732,1963,1,0,100386,3626431.5,95.93,0.5777707368800431,0.0,False
Warehouse,47.56758,-122.32638,1966,1,0,24354,735907.8125,17.29,0.6417651667477032,0.0,False
Warehouse,47.56823,-122.32506,1959,1,0,33600,847419.375,15.35,0.7585311582001533,0.0,False
Other,47.56671,-122.32446,1974,1,0,20819,1694930.375,51.27,0.4954758097364324,0.0,False
Warehouse,47.5668,-122.32499,1967,1,0,23296,1429855.75,40.01,0.5445752132688909,0.0,False
Other,47.57019,-122.32352,1954,1,0,35222,1758134.625,40.42,0.6527816378111545,0.0,False
Other,47.5668,-122.32149,1957,1,0,25520,1610794.75,59.0,0.3571814472328023,0.0,False
Other,47.58754,-122.3224,1952,1,0,25460,834711.875,5.82,1.0000001497522724,0.0,False
Office,47.70008,-122.30321,1974,2,0,24291,920430.625,6.42,0.9999993209700079,0.0,False
Retail,47.70053,-122.3038,1958,2,0,20738,526752.8125,3.67,1.0000003559544355,0.0,False
Other,47.70175,-122.30269,2000,4,0,30948,919746.3125,6.41,0.999999660232397,0.0,False
Office,47.7044,-122.32285,1986,2,7056,21329,2654316.0,18.5,0.999999623255106,0.0,True
Warehouse,47.57254,-122.32549,1978,1,0,21755,844076.8125,17.51,0.7014717040340449,0.0,False
Other,47.57217,-122.32421,1960,1,0,27933,6129780.0,42.73,0.9999998368620081,0.0,False
Office,47.57013,-122.3244,1983,1,0,23143,1139980.625,38.87,0.41212367096151303,0.0,False
Office,47.57075,-122.32724,1962,1,0,28800,2107743.75,60.12,0.3731701256379007,0.0,False
Warehouse,47.57294,-122.32811,1952,1,0,39600,405050.4063,2.82,0.9999989969149675,0.0,False
Warehouse,47.57199,-122.32811,1952,1,0,39600,468396.9063,9.25,0.7230683965770677,0.0,False
Warehouse,47.57747,-122.32844,1937,1,0,41248,1108310.875,16.5,0.8284850584002436,0.0,False
Other,47.57587,-122.32789,2009,1,0,36400,1567746.75,46.16,0.5129616757298333,0.0,False
Other,47.56398,-122.38727,1920,1,0,31332,3573328.25,24.91,0.9999999300372139,0.0,False
Worship Facility,47.57177,-122.38716,1948,2,0,35864,1228113.5,43.64,0.38093628968332327,0.0,False
Worship Facility,47.55464,-122.31576,1954,1,0,20484,822636.625,38.38,0.13984667896350955,0.0,False
Office,47.66169,-122.28558,1984,4,17622,27642,1849331.25,12.89,0.9999998648159977,0.0,True
Office,47.66159,-122.28606,1987,4,14576,22356,2824096.75,19.69,0.9999997344283619,0.0,True
Other,47.60775,-122.31198,1973,4,0,45082,4262316.5,93.5,0.6756372972302738,0.0,False
Worship Facility,47.68351,-122.35482,1951,2,0,41600,1195165.25,30.99,0.5891026366437612,0.0,False
Office,47.63567,-122.32522,1960,2,0,34110,2563985.5,17.87,0.9999998049910969,0.0,False
Warehouse,47.57798,-122.32783,1970,1,0,23750,522972.1875,3.65,0.9999996414723298,0.0,False
Warehouse,47.57832,-122.32649,1970,1,0,43390,533742.8125,3.72,1.0000003512927866,0.0,False
Warehouse,47.58238,-122.32719,1959,1,0,35400,419978.6875,9.29,0.6714769306001986,0.0,False
Warehouse,47.58517,-122.32853,1966,1,0,28144,858701.0,8.22,0.9436928570014476,0.0,False
Warehouse,47.5842,-122.32826,1916,3,0,71283,2491238.25,43.17,0.7755035071414788,0.0,False
Warehouse,47.58661,-122.3281,1989,1,0,23792,2852102.75,19.88,0.9999997370361219,0.0,False
Office,47.58895,-122.32833,1979,2,0,47368,1042652.625,7.27,1.000000359659575,0.0,False
Other,47.58874,-122.32662,1931,1,0,46183,1890502.5,27.92,0.831049945715491,0.0,False
Office,47.60592,-122.31367,1984,5,22788,49825,2602213.75,41.96,0.8016316876351914,0.0,True
Education,47.56591,-122.28339,1989,3,0,51672,1436510.375,20.3,0.8447714831158111,0.0,False
Office,47.56364,-122.28572,1990,2,11082,27270,2108861.75,14.7,0.9999996443579101,0.0,True
Other,47.56214,-122.28143,1995,1,0,28425,2133797.75,57.25,0.5695502303346228,0.0,False
Other,47.7139,-122.29794,2009,3,0,35115,1922953.25,31.94,0.7911253172691536,0.0,False
Other,47.69734,-122.34639,1972,1,0,66704,600516.875,19.77,0.437471469890001,0.0,False
Warehouse,47.70117,-122.34284,1969,1,0,25658,1063960.125,18.87,0.7666010979499819,0.0,False
Office,47.61345,-122.3198,1907,2,0,36000,1046187.625,18.04,0.777351003363283,0.0,False
Other,47.61324,-122.31724,1913,1,0,36000,1162163.125,26.52,0.656569618830403,0.0,False
Warehouse,47.61467,-122.31777,1915,2,0,43200,1929851.5,49.18,0.5987999594787474,0.0,False
Office,47.59501,-122.32852,1913,4,12870,40970,2912454.75,46.85,0.8024835407314054,0.0,True
Retail,47.58801,-122.32944,1975,1,0,43794,1164537.75,23.5,0.7136599908418598,0.0,False
Warehouse,47.57466,-122.33089,1968,1,0,48280,2701833.75,78.57,0.5208170191818797,0.0,False
Warehouse,47.57258,-122.33059,1954,1,0,36040,363808.1875,7.74,0.6900092098669439,0.0,False
Retail,47.68269,-122.28912,1965,1,0,32822,8839812.0,219.93,0.6118570168686845,0.0,False
Worship Facility,47.68061,-122.29002,1950,2,0,20385,809291.8125,34.04,0.23954029560876103,0.0,False
Worship Facility,47.67984,-122.27739,1946,1,0,24295,216115.0,1.51,1.0,0.0,False
Office,47.66888,-122.28333,1967,2,0,20317,620994.3125,4.33,0.9999994967747793,0.0,False
Retail,47.66824,-122.28394,1973,1,0,24377,9851260.0,260.32,0.5783618542196632,0.0,False
Other,47.70197,-122.34219,1986,1,0,33392,2786648.75,19.43,0.9999997308595135,0.0,False
Retail,47.70224,-122.34409,1986,1,0,45155,6674179.5,158.63,0.6359514304342578,0.0,False
Warehouse,47.5316,-122.333,1966,1,0,32000,2186148.5,41.77,0.7370107748856036,0.0,False
Warehouse,47.5316,-122.333,1970,1,0,44000,4302455.5,175.53,0.2668529633833517,0.0,False
Warehouse,47.5316,-122.333,1973,1,0,36000,2771820.5,124.4,0.17834776819061696,0.0,False
Warehouse,47.52549,-122.33064,1979,1,0,31360,1356972.25,43.18,0.4614759071160077,0.0,False
Warehouse,47.52549,-122.33064,1979,1,0,33320,2339234.0,64.75,0.5511346876798131,0.0,False
Warehouse,47.52549,-122.33064,1979,1,0,48020,2373568.25,59.14,0.6111086125288371,0.0,False
Warehouse,47.52549,-122.33064,1979,1,0,27420,1176342.25,39.05,0.43162863528875206,0.0,False
Education,47.694,-122.28967,1949,2,0,43645,2053956.375,85.15,0.25262464496111803,0.0,False
Retail,47.69066,-122.29023,1952,1,0,26853,1399062.75,21.46,0.8186480556358177,0.0,False
Other,47.59347,-122.33369,1909,4,0,44775,950695.625,29.88,0.46981387970518956,0.0,False
Other,47.57507,-122.33349,1916,1,0,27760,2833624.5,112.82,0.28813662501859366,0.0,False
Other,47.57459,-122.3339,1937,1,0,20975,347437.6875,6.46,0.7479959985630517,0.0,False
Other,47.57619,-122.3339,1918,1,0,26075,1608508.75,17.6,0.9139415623321913,0.0,False
Warehouse,47.57881,-122.33273,1992,1,0,29394,1486681.75,26.27,0.7681186642669152,0.0,False
Warehouse,47.57941,-122.3336,1926,2,0,20400,438557.0,12.17,0.5496890940060243,0.0,False
Office,47.57893,-122.33374,1926,1,0,20460,903541.875,6.3,1.000000138344446,0.0,False
Other,47.58168,-122.33369,1925,2,0,25821,209698.7031,1.46,1.0000014158408974,0.0,False
Other,47.58217,-122.33263,1955,2,0,21870,1074350.375,7.49,0.99999965095186,0.0,False
Warehouse,47.58069,-122.3325,1988,1,0,51664,3528086.75,66.77,0.7409123372604146,0.0,False
Office,47.53419,-122.36624,1970,1,0,43615,3133849.5,106.35,0.41560834366806704,0.0,False
Office,47.53419,-122.36624,1970,3,0,36879,1144267.5,7.98,0.9999995630392369,0.0,False
Other,47.53578,-122.36205,2002,2,0,28531,3494929.5,92.7,0.5761953138110512,0.0,False
Warehouse,47.53846,-122.36175,1982,2,0,36600,308400.4063,2.15,0.999998682556859,0.0,False
Other,47.57269,-122.37056,2004,5,0,35176,1011965.375,7.05,0.9999996294339616,0.0,False
Education,47.65231,-122.34217,1940,2,15243,26050,2839882.25,61.68,0.6803415881063378,0.0,True
Warehouse,47.55718,-122.33288,1941,1,0,48890,2100216.5,61.6,0.5153611544333644,0.0,False
Office,47.55658,-122.33322,2000,3,0,43473,4416909.5,30.79,0.9999998867986768,0.0,False
Retail,47.52254,-122.36627,1990,1,0,40265,3740373.75,35.48,0.9455271682408743,0.0,False
Retail,47.52254,-122.36627,2005,1,0,26208,1608884.25,37.61,0.6444012364469351,0.0,False
Other,47.52801,-122.36918,1975,2,0,27227,8054334.0,286.89,0.37909242402910037,0.0,False
Other,47.69766,-122.37346,1926,1,0,42172,3275779.25,152.14,0.14448623178744416,0.0,False
Office,47.59657,-122.33394,1910,5,0,32250,796042.375,11.44,0.8397530345039735,0.0,False
Retail,47.69061,-122.35731,1953,1,0,51000,1298039.875,14.17,0.9144719071130231,0.0,False
Other,47.58452,-122.3337,1916,1,0,27000,229856.4063,1.6,1.0000025829169157,0.0,False
Other,47.58787,-122.33365,1935,2,0,20747,1001964.0,17.45,0.7735986522469869,0.0,False
Warehouse,47.58903,-122.33361,1928,2,0,40800,817255.875,27.83,0.4129514517102737,0.0,False
Office,47.59508,-122.33378,1920,2,0,20150,576174.125,4.02,0.9999997830516947,0.0,False
Office,47.59639,-122.33368,1909,7,0,36000,1682454.875,11.73,1.0000000742961976,0.0,False
Warehouse,47.59081,-122.33487,1938,2,0,41276,2502081.0,96.62,0.3141389107706745,0.0,False
Other,47.58999,-122.33539,1937,2,0,24430,1232822.875,23.62,0.7358770009844278,0.0,False
Office,47.58686,-122.33469,1927,1,0,22580,928584.875,9.65,0.925916438171578,0.0,False
Warehouse,47.60192,-122.31641,1926,1,0,20000,743528.125,33.52,0.17385219960576476,0.0,False
Warehouse,47.60224,-122.31529,1954,1,0,42000,2070005.625,82.07,0.2918243277720562,0.0,False
Other,47.61234,-122.31628,1962,1,0,24248,111969.7031,0.79,0.9980378343970084,0.0,False
Healthcare,47.70178,-122.32352,2009,6,0,244500,11019641.0,292.8,0.5752105717418562,0.0,False
Warehouse,47.55608,-122.3388,1932,1,0,24617,106918.0,0.75,1.0,0.0,False
Other,47.55768,-122.33137,2009,3,84710,42355,3245111.5,22.62,0.9999998459220892,0.0,True
Retail,47.55772,-122.33017,1964,1,0,37247,1748644.5,58.36,0.42775875828391646,0.0,False
Retail,47.69274,-122.37602,1993,1,0,25384,3027867.5,77.23,0.5982784913804848,0.0,False
Office,47.58462,-122.3347,1910,3,0,49052,1441445.625,10.05,0.9999995664075084,0.0,False
Warehouse,47.58318,-122.3347,1900,2,0,52110,586589.1875,25.15,0.22183156930419895,0.0,False
Office,47.57595,-122.33624,1937,2,0,39036,1528295.75,39.25,0.5944811401850721,0.0,False
Office,47.57529,-122.33475,1923,1,0,26310,771512.6875,14.99,0.7298596758332636,0.0,False
Retail,47.54723,-122.28455,1966,1,0,37883,12434593.0,413.1,0.43105351337192943,0.0,False
Education,47.53887,-122.37564,1962,3,0,29874,1274049.75,54.27,0.2278082154955095,0.0,False
Worship Facility,47.64,-122.39743,1965,1,0,20140,992794.6875,47.08,0.12327825837605522,0.0,False
Other,47.70281,-122.35623,1990,2,31389,40485,1242811.75,44.97,0.36688742281363207,0.0,True
Office,47.60104,-122.30155,1971,2,0,39953,1508561.875,28.05,0.748095930768501,0.0,False
Retail,47.60009,-122.3017,1998,2,0,21200,1676426.5,11.69,0.9999997017465424,0.0,False
Retail,47.59881,-122.30189,1980,1,0,30630,6058494.0,42.24,0.9999998349424791,0.0,False
Retail,47.59881,-122.30189,1980,2,0,23421,1896626.375,13.22,0.9999998022805098,0.0,False
Education,47.6763,-122.38051,1931,3,0,117116,5722325.5,256.31,0.1802847461228831,0.0,False
Worship Facility,47.67628,-122.38238,1928,2,0,24120,893053.1875,31.54,0.3855335883899972,0.0,False
Worship Facility,47.6764,-122.38502,1929,3,0,35736,1148202.25,51.15,0.1855909967081148,0.0,False
Warehouse,47.57298,-122.33644,1941,1,0,51050,1206165.75,27.75,0.6525255753614294,0.0,False
Retail,47.57044,-122.33475,1954,2,0,21900,1302192.875,42.66,0.44097691749388507,0.0,False
Warehouse,47.57227,-122.33843,1952,1,0,16300,150167.7969,1.6,0.9201639955603558,0.0,False
Warehouse,47.57339,-122.33735,1964,1,0,33462,1386445.375,9.67,0.9999997295241437,0.0,False
Other,47.57506,-122.33862,1952,1,0,35310,1331469.75,44.68,0.42376854599963687,0.0,False
Other,47.54089,-122.32323,1962,3,0,36140,4653535.0,32.44,0.9999997851095995,0.0,False
Other,47.59886,-122.31678,1991,2,21384,26579,8163413.0,298.91,0.35749397954017514,0.0,True
Warehouse,47.59774,-122.31936,1930,1,0,23903,415364.5938,14.37,0.40145212781494427,0.0,False
Other,47.67923,-122.31715,1947,3,0,22522,561473.875,23.52,0.2433042855288681,0.0,False
Other,47.67905,-122.31697,1996,4,0,38959,905750.375,23.84,0.5806379047869563,0.0,False
Warehouse,47.5867,-122.30519,1928,2,0,25955,1218112.0,8.49,1.0,0.0,False
Education,47.60776,-122.32481,1923,4,0,46100,2177064.75,78.19,0.5041342936630617,0.2518504272782883,False
Worship Facility,47.70901,-122.35498,1951,2,0,21936,608755.375,28.78,0.1265040164943102,0.0,False
Other,47.7162,-122.2956,1960,1,0,25406,2442220.0,41.96,0.7787410634586565,0.0,False
Office,47.56029,-122.2858,1967,2,0,23250,904236.0,6.3,1.0,0.0,False
Warehouse,47.55966,-122.33146,1960,1,0,30000,2794837.0,120.72,0.2149513549448501,0.0,False
Warehouse,47.56522,-122.32205,1962,1,0,45036,1791697.75,49.53,0.5519574939467329,0.0,False
Office,47.70868,-122.30089,1980,4,0,23022,1027230.875,14.64,0.8423072369198404,0.0,False
Other,47.56173,-122.32885,1967,1,0,27263,2470642.0,17.22,1.0,0.0,False
Warehouse,47.56318,-122.32889,1962,1,0,31569,3064039.5,125.59,0.2627224616392837,0.0,False
Warehouse,47.56362,-122.32876,1956,1,0,22509,177812.7969,1.24,1.0000011422125041,0.0,False
Warehouse,47.56424,-122.32902,1956,1,0,39984,1073156.375,36.82,0.4074914059006545,0.0,False
Worship Facility,47.62322037,-122.320017,1906,1,0,26440,719905.1875,27.93,0.31028391499123625,0.0,False
Other,47.59291,-122.31042,1956,2,0,28800,1143826.625,29.44,0.5933224364313079,0.0,False
Education,47.61791,-122.28594,2009,2,0,28500,1162561.125,28.64,0.6171778709700103,0.0,False
Other,47.62902,-122.33173,1978,2,0,26519,3717064.0,97.27,0.58394205749484,0.0,False
Other,47.62643,-122.33946,1921,2,0,26300,3537841.5,116.94,0.434706585922518,0.0,False
Other,47.63734,-122.33988,1962,2,0,34072,6584966.5,226.81,0.4045862647896538,0.0,False
Office,47.63614,-122.33982,1949,3,0,23355,840549.375,5.86,0.99999955386321,0.0,False
Office,47.63575,-122.33895,1965,4,0,30840,3542708.5,101.21,0.5318794927666219,0.0,False
Other,47.67642,-122.3035,1946,1,0,20332,392683.6875,10.99,0.5447819881746425,0.0,False
Worship Facility,47.61118,-122.288,1900,1,0,21850,317794.4063,13.09,0.2582046706087665,0.0,False
Other,47.66827,-122.29978,1997,4,6985,25297,1391714.25,34.62,0.6119481782988139,0.0,True
Office,47.60449,-122.33803,1983,13,83064,224493,9512829.0,66.32,0.9999997897576,0.0,True
Other,47.64633,-122.3508,1918,2,0,28309,430308.9063,11.85,0.5542088404596891,0.0,False
Hospitality,47.60154,-122.3352,1914,4,0,45500,2799595.0,122.0,0.38203847342204855,0.33616994154511637,False
Office,47.60106,-122.33458,1900,5,0,38376,2058532.875,14.35,1.0000000607228583,0.0,False
Office,47.60149,-122.33458,1900,4,0,42804,1544501.75,46.53,0.4981651849860319,0.0,False
Other,47.6005,-122.33514,2005,5,0,57600,6983736.0,223.36,0.45790977780374287,0.0,False
Office,47.60023,-122.33459,1900,4,0,33300,1287497.375,18.76,0.8353438390505457,0.0,False
Other,47.59976,-122.33514,1900,3,0,22200,188745.7031,7.05,0.34148062149977493,0.0,False
Warehouse,47.64306,-122.34219,1968,2,0,29498,3768900.5,50.05,0.8632976646637395,0.0,False
Warehouse,47.64793,-122.34358,1938,1,0,23050,466672.6875,3.25,1.0000006696342176,0.0,False
Office,47.64747,-122.34086,2008,4,0,48350,3168131.0,22.09,1.0,0.0,False
Retail,47.66097,-122.3192,1930,1,0,46059,1582655.875,20.66,0.8682076891794307,0.0,False
Office,47.67437,-122.3181,1970,2,0,23595,817409.625,6.53,0.9779686653432788,0.0,False
Office,47.59938,-122.33328,1900,3,0,28142,847097.8125,34.08,0.48884673515787175,0.40209712358335237,False
Office,47.59954,-122.33327,1900,3,0,28760,2615973.5,124.59,0.21873310260979326,0.191421209924336,False
Office,47.59979,-122.33318,1902,4,0,39030,713326.875,13.69,0.7350655335956605,0.0,False
Office,47.60071,-122.33377,1909,3,0,47215,2092696.0,63.81,0.7634051959768643,0.0,False
Other,47.61492,-122.31728,1926,2,27000,34580,4199443.0,69.53,0.7922586400148781,0.0,True
Office,47.61459,-122.31724,1917,3,0,30720,1288669.5,25.53,0.7217397478562192,0.0,False
Other,47.61428,-122.31726,1916,2,0,20640,412562.4063,2.88,0.9999990151792947,0.0,False
Other,47.61421,-122.3193,1912,2,0,34914,1333289.625,9.29,1.0000002812592201,0.0,False
Office,47.61508,-122.31845,1906,3,0,20897,964923.8125,17.79,0.7516064901756169,0.0,False
Retail,47.61478,-122.31847,1916,2,0,36940,336745.4063,2.35,0.9999987934505048,0.0,False
Office,47.61435,-122.31859,1913,3,0,22866,1153690.125,20.76,0.7609972391850022,0.0,False
Retail,47.61466,-122.31984,1920,1,0,30240,1264626.875,18.19,0.8392688950248666,0.0,False
Other,47.65729,-122.31937,1962,2,0,28586,5078204.0,35.4,0.9999998030799866,0.0,False
Hospitality,47.59766,-122.32394,1908,3,0,28800,4644346.0,190.45,0.2623176653935775,0.0,False
Other,47.59697,-122.32474,1913,3,0,28800,899924.1875,29.21,0.4477121579755295,0.0,False
Office,47.59644,-122.32415,1979,3,0,35202,3605755.5,25.14,0.9999998613328053,0.0,False
Healthcare,47.61318,-122.32747,1969,6,26082,69035,7202141.5,183.79,0.5980169925847749,0.0,True
Worship Facility,47.61426,-122.32661,1910,2,0,24600,331059.5,5.66,0.7802585335868628,0.0,False
