PrimaryPropertyType,Latitude,Longitude,YearBuilt,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),SiteEnergyUse(kBtu),TotalGHGEmissions,pct_electricity,pct_steam,has_parking
Warehouse,47.69814,-122.34295,1948,2,0,53472,971155.625,34.0,0.3923418556114526,0.0,False
Warehouse,47.52696,-122.32913,1980,1,0,50417,1847401.0,58.67,0.4628215530899897,0.0,False
Office,47.70449,-122.33272,1961,3,0,133298,15640994.0,295.48,0.7416524806543625,0.0,False
Retail,47.70759,-122.3255,1965,2,0,168619,6455828.5,91.1,0.8452643994492729,0.0,False
Office,47.6244,-122.33157,2000,4,71385,104500,6486377.5,45.22,0.9999999229153714,0.0,True
Warehouse,47.56089,-122.33474,1969,2,0,104786,1028376.875,23.86,0.6483206849628936,0.0,False
Other,47.55787,-122.335,2000,1,41600,11440,1770027.5,49.9,0.5400859591164544,0.0,True
Other,47.55741,-122.33163,1973,1,0,110689,2339814.25,107.83,0.15228901183074683,0.0,False
Office,47.5563,-122.33186,1948,1,0,53620,2058955.25,22.12,0.918224910424838,0.0,False
Office,47.55623,-122.33316,1938,1,0,50008,3202213.0,65.3,0.7091461436200528,0.0,False
Office,47.6252,-122.36737,2009,4,100176,191000,6657348.5,49.74,0.9891504102571768,0.0,True
Warehouse,47.56549,-122.33221,1957,1,0,50832,2551022.25,107.16,0.24068429822593668,0.0,False
Other,47.56158,-122.32754,1971,1,0,76354,2843033.5,20.29,0.9964441150623093,0.0,False
Warehouse,47.56558,-122.32889,1956,1,0,98480,2831565.5,39.5,0.8487697000122371,0.0,False
Other,47.66113,-122.33572,1904,2,0,53002,3441643.25,64.0,0.7480528378413422,0.0,False
Other,47.63108,-122.32746,1920,3,63782,106003,19155416.0,406.02,0.6916927828662139,0.0,True
Office,47.63,-122.3396,1971,11,0,124721,13898181.0,365.79,0.5806500865113211,0.0,False
Office,47.63376,-122.33968,1970,7,0,94002,5662234.0,39.47,1.0,0.0,False
Warehouse,47.55515,-122.3275,1974,1,0,93020,1252323.875,8.73,1.000000099814435,0.0,False
Other,47.6153,-122.35014,1946,1,0,23000,711118.375,25.74,0.366519849807003,0.0,False
Retail,47.52095,-122.26825,2002,1,0,61053,13133225.0,306.5,0.6452827846930209,0.0,False
Office,47.59895,-122.33379,1904,5,0,78920,2830674.75,19.73,0.9999997350455047,0.0,False
Office,47.59855,-122.33327,1906,7,0,99440,6606832.5,134.69,0.7092431963425742,0.0,False
Office,47.59856,-122.33379,1907,6,0,73260,2853189.5,19.89,0.9999998247575214,0.0,False
Office,47.59979,-122.3338,1900,4,0,69817,2178074.5,76.8,0.5716622640777439,0.35402149352558876,False
Office,47.60035,-122.33379,1900,4,0,84750,2094724.625,26.04,0.8816633833194184,0.0,False
Office,47.60146,-122.33248,1900,6,13320,62176,3570161.75,24.89,1.0000000700248386,0.0,True
Office,47.59962,-122.33247,1900,4,0,164380,7655751.0,130.31,0.8094194808582463,0.05218799729771775,False
Office,47.59858,-122.33198,1907,7,0,160580,4336187.5,99.59,0.6950993240029404,0.0800721616166275,False
Other,47.59871,-122.3299,1906,3,0,67755,1904480.0,13.28,1.0,0.0,False
Other,47.59334,-122.32905,1910,3,0,56700,2371575.0,31.58,0.8624715642558215,0.0,False
Warehouse,47.59366,-122.32666,1922,1,0,82852,2153603.5,65.56,0.4912998144737413,0.0,False
Other,47.57941,-122.33131,1953,2,0,76442,3978277.0,132.6,0.4286787973788653,0.0,False
Warehouse,47.57658,-122.33054,1962,2,0,92792,3155496.0,74.18,0.6416021443221605,0.0,False
Other,47.58444,-122.33282,1941,2,0,125519,2244317.0,15.65,1.0,0.0,False
Office,47.58361,-122.33369,1900,4,25800,103200,4374646.0,30.5,0.9999997714100752,0.0,True
Warehouse,47.58781,-122.33264,1954,1,0,78814,861972.875,16.48,0.7368294506947217,0.0,False
Office,47.59486,-122.33368,1904,4,0,58970,1776411.75,41.18,0.6487093997210951,0.0,False
Warehouse,47.59403,-122.33367,1910,6,10800,64800,2688675.75,18.74,0.999999721052269,0.0,True
Warehouse,47.59363,-122.33371,1907,4,0,56270,1056782.125,7.37,0.9999998817163944,0.0,False
Office,47.59701,-122.33378,1904,4,0,66842,5608600.5,138.35,0.6164710786585709,0.0,False
Office,47.59639,-122.33368,1909,6,10800,64488,2891605.0,20.18,0.9998699684085482,0.0,True
Office,47.59806,-122.33475,1904,7,0,184322,9722890.0,67.78,0.9999998971499214,0.0,False
Office,47.59202,-122.33486,1914,2,0,64512,5968153.5,180.76,0.49464863797487785,0.0,False
Warehouse,47.58365,-122.33467,1926,7,0,144050,3929371.0,98.43,0.6081953065770578,0.0,False
Office,47.58252,-122.33465,1930,3,0,60592,5049446.5,47.25,0.9483047300332819,0.0,False
Retail,47.57842,-122.33558,1993,1,0,107930,7221482.5,100.42,0.8496999058018904,0.0,False
Warehouse,47.57096,-122.3355,1926,1,0,99084,1618110.375,49.25,0.49136821089846855,0.0,False
Warehouse,47.56676,-122.35247,1953,1,0,72719,2581741.75,42.74,0.792269404947261,0.0,False
Office,47.59534849,-122.327269,1930,4,0,76624,2773647.5,33.41,0.8900002613886588,0.0,False
Office,47.66158,-122.31625,2001,6,36583,55123,8570571.0,59.75,0.9999998833216597,0.0,True
Office,47.62395,-122.33392,2008,5,39902,89191,19248732.0,477.85,0.6130442254585913,0.0,True
Office,47.56787,-122.36419,1991,5,16221,121885,8381834.5,58.43,0.9999998210415632,0.0,True
Retail,47.56664,-122.32346,1973,1,0,56572,2409429.0,67.29,0.5458077411702109,0.0,False
Office,47.61077,-122.3361,1926,6,0,97720,2478025.25,17.28,0.9999998991132153,0.0,False
Office,47.61002,-122.32222,1985,10,206580,215923,17254810.0,190.1,0.9423838338411145,0.05761606836006888,True
Office,47.60649,-122.31121,1987,7,0,94500,5792926.0,40.38,0.9999998273756647,0.0,False
Retail,47.53655,-122.36377,2005,1,0,94713,5417598.0,94.74,0.772095124075282,0.0,False
Office,47.60707,-122.3288,2008,9,101342,201560,14751117.0,130.32,0.9596200748729741,0.0,True
Office,47.60353,-122.33558,1900,6,0,205521,8138616.5,282.46,0.5315396050422083,0.2541791654638107,False
Office,47.60197,-122.33437,1900,6,0,56700,3065954.5,21.37,0.9999998369186497,0.0,False
Office,47.59554,-122.32471,1925,4,0,72000,2729167.75,23.48,0.9646131132833443,0.0,False
Office,47.63347,-122.34078,2000,4,94892,96254,5101504.5,35.56,0.9999999019896973,0.0,True
Other,47.56797,-122.36711,2001,3,11527,57236,9029489.0,310.19,0.40653042492216335,0.0,True
Other,47.62476,-122.35521,1994,2,0,81336,13085297.0,270.17,0.7035970983310504,0.0,False
Other,47.61234,-122.34897,1983,6,197130,78852,5233553.5,36.49,0.999999904462618,0.0,True
Office,47.62497,-122.35965,1982,5,0,98668,4391348.0,30.61,1.0,0.0,False
Office,47.57639,-122.32072,2007,1,28381,130550,8751704.0,98.54,0.9070517010173105,0.0,True
Retail,47.63284,-122.37712,1978,1,0,50660,2661488.0,60.7,0.6567656889679758,0.0,False
Office,47.63156,-122.37551,1937,2,0,61929,2203026.5,55.73,0.6028316046130175,0.0,False
Office,47.61588,-122.34965,1925,3,0,20565,802312.5,5.59,0.9999993768014334,0.0,False
Office,47.62175,-122.36313,2000,5,55971,103966,7857972.5,54.78,0.9999999363703551,0.0,True
Office,47.62101,-122.36188,2008,5,46763,137201,14856199.0,103.57,0.9999999326880314,0.0,True
Office,47.61891,-122.35958,1986,5,78848,129362,5514308.5,116.74,0.692250170624295,0.0,True
Office,47.61813,-122.35833,1986,7,80283,197203,12729858.0,88.74,0.9999998428890566,0.0,True
Office,47.614,-122.35375,1993,3,0,187130,10053489.0,70.09,0.9999999005320441,0.0,False
Warehouse,47.60703,-122.34038,1912,5,0,154330,1262235.25,8.8,0.999999801938664,0.0,False
Office,47.60604,-122.33948,1918,6,14690,93555,4515180.5,50.17,0.9410294892972717,0.05897039996518411,True
Office,47.6047,-122.33739,1905,6,0,167860,6797647.0,47.39,0.9999998528902722,0.0,False
Office,47.60247,-122.33621,1910,6,0,112560,4946798.5,97.82,0.7224915265903796,0.0,False
Retail,47.60223,-122.33602,1910,6,0,86204,3241917.0,69.02,0.6896842207866518,0.0,False
Warehouse,47.5829,-122.32417,1985,2,0,145158,8384523.0,119.46,0.8422826200130884,0.0,False
Office,47.58716,-122.32214,1951,2,0,112896,10287986.0,157.48,0.819323529406047,0.0,False
Warehouse,47.58685,-122.32501,1960,1,0,110613,1015060.188,7.08,0.9999998147893079,0.0,False
Warehouse,47.58553,-122.32511,1951,4,0,149881,2417401.25,95.86,0.2916598971726353,0.0,False
Warehouse,47.58042,-122.32552,1951,3,0,98220,6468090.0,75.29,0.8988110864258227,0.0,False
Warehouse,47.58096,-122.32313,1970,1,0,84420,2848317.25,19.86,0.9999999122288783,0.0,False
Warehouse,47.57055,-122.3267,1961,1,0,73335,5197118.0,155.74,0.501593190687608,0.0,False
Warehouse,47.5794,-122.32848,1928,2,0,56876,1791715.625,48.5,0.5644216001074389,0.0,False
Warehouse,47.58241,-122.32866,1931,2,0,61200,4912143.0,178.62,0.3629580816356527,0.0,False
Warehouse,47.58772,-122.32686,1987,1,0,111908,1555420.25,34.14,0.6753853178907758,0.0,False
Other,47.5908,-122.32828,1986,2,0,63644,6858533.5,168.5,0.6186032334754944,0.0,False
Other,47.59439,-122.32839,1930,2,18860,89893,3639670.25,25.37,0.9999999313124589,0.0,True
Retail,47.69197,-122.35877,1970,1,35545,106345,16865978.0,293.56,0.7738549166849381,0.0,True
Office,47.6633,-122.37549,2001,4,21055,71037,4817062.0,33.58,1.0,0.0,True
Warehouse,47.6592,-122.38437,1974,3,0,56259,2346571.5,86.9,0.34846455776011936,0.0,False
Office,47.64912,-122.34823,2008,4,88855,113768,8873485.0,61.86,0.9999998873047061,0.0,True
Office,47.64932,-122.35187,2000,2,25800,51374,5481549.0,38.21,0.9999998175698147,0.0,True
Office,47.62817,-122.34212,1998,5,0,110524,6859198.0,47.82,0.9999998542103611,0.0,False
Office,47.62225,-122.35915,2000,7,84689,157186,8655604.0,68.06,0.9806816485597076,0.0,True
Office,47.61949,-122.35639,1974,5,18720,84210,4750799.0,65.03,0.8544404846426885,0.0,True
Office,47.61472,-122.35566,1902,3,0,76893,12029600.0,260.13,0.6824216931568797,0.0,False
Office,47.61732,-122.34791,1975,8,23630,126370,9343428.0,119.93,0.8728855191049795,0.0,True
Office,47.61628,-122.33391,1953,7,0,274362,16540550.0,147.82,0.9574079459268283,0.0,False
Office,47.61599,-122.34165,1983,15,116280,261722,17750994.0,246.83,0.8497164722155841,0.0,True
Office,47.61481,-122.33969,1963,11,0,169020,11480494.0,346.62,0.6279777682040512,0.25151925082666304,False
Office,47.61418,-122.33485,1981,19,89778,293737,15878689.0,110.7,0.9999998740450172,0.0,True
Retail,47.61203,-122.33486,1929,4,0,78920,8303666.5,109.85,0.864358654095754,0.0,False
Office,47.61051,-122.34439,1979,7,87160,43983,5177270.5,109.16,0.94086758650142,0.0,True
Other,47.61505,-122.32,1908,4,0,55520,3686962.25,150.88,0.2641488938488589,0.0,False
Office,47.61036,-122.34037,1908,10,0,132998,3775187.5,133.8,0.5945418605036173,0.4054581726073208,False
Retail,47.60956,-122.33715,1940,3,0,83118,2443141.5,27.82,0.9043352585185918,0.0,False
Retail,47.60925,-122.33734,1924,3,0,77555,7802205.5,54.4,0.9999803260757487,0.0,False
Office,47.60765,-122.34097,1909,6,0,51218,2886141.5,20.12,0.9999998267583208,0.0,False
Office,47.60576,-122.33922,1910,7,0,122356,4585070.5,41.8,0.9534891557283579,0.0,False
Office,47.60366,-122.33328,1921,3,0,52298,1968655.125,13.72,0.9999999365048766,0.0,False
Office,47.60304,-122.33362,1911,17,0,116640,6758565.5,169.06,0.743044363482162,0.2569555070524951,False
Office,47.60663,-122.32157,1988,5,99314,89025,8523594.0,89.41,0.9237419098094067,0.0,True
Education,47.6094,-122.31506,1916,2,0,60122,690529.5,9.31,0.8588032806708475,0.0,False
Office,47.5981,-122.33369,1910,6,13700,81300,4052720.0,31.43,0.9830020332023924,0.0,True
Office,47.59878,-122.33088,1998,8,124788,321473,13568148.0,94.59,0.9999998525959475,0.0,True
Other,47.59273,-122.33455,1939,2,0,58492,1594422.5,51.56,0.4501981124827328,0.0,False
Office,47.58958,-122.33369,1907,6,0,62370,4353025.0,30.35,0.999999770274694,0.0,False
Warehouse,47.58454,-122.3269,1960,1,0,73296,2356376.75,73.58,0.47427772320364303,0.0,False
Other,47.5829,-122.32417,1944,4,0,99122,14469228.0,179.45,0.8822950332941053,0.0,False
Other,47.58251,-122.32528,1985,1,0,66133,6345009.5,89.94,0.8438789571552257,0.0,False
Warehouse,47.57613,-122.33864,1952,2,0,115668,3534690.75,111.23,0.4690466910011859,0.0,False
Other,47.56301,-122.32564,1970,1,0,141686,6673138.0,46.52,0.9999998501454638,0.0,False
Office,47.55695,-122.33176,1950,1,0,93610,6235947.0,152.28,0.6218394736196443,0.0,False
Office,47.55238,-122.32762,1973,2,0,156188,6843855.0,60.92,0.9581560392498087,0.0,False
Warehouse,47.54923,-122.32446,1966,1,0,115620,1951856.25,13.61,0.9999998719167972,0.0,False
Office,47.54699,-122.32882,1975,5,0,238148,10775646.0,75.12,0.9999999071981392,0.0,False
Warehouse,47.54326,-122.33134,1969,1,0,71718,151754.2969,1.06,0.9999980435479848,0.0,False
Warehouse,47.53628,-122.3329,1969,1,0,55450,4345698.0,131.64,0.49455737605328304,0.0,False
Warehouse,47.52549,-122.33064,1979,1,0,54880,2763597.0,89.53,0.44897573705572846,0.0,False
Retail,47.52222,-122.36892,1992,1,0,102500,7305474.0,158.55,0.6807050439163838,0.0,False
Other,47.66478,-122.29804,2002,6,272900,88498,8915523.0,119.92,0.8595776153569454,0.0,True
Retail,47.57903,-122.29982,1963,1,0,50785,7439009.0,195.43,0.5817071870729018,0.0,False
Other,47.70911,-122.32529,2000,5,19820,283435,11077140.0,99.14,0.9571199786226409,0.0,True
Other,47.59937,-122.33116,1902,4,0,73320,1141189.75,29.16,0.5973432551422758,0.0,False
Office,47.6252,-122.36737,2008,4,100176,142510,9683979.0,67.51,0.9999998967366617,0.0,True
Office,47.5992,-122.33223,1900,6,15840,79920,5392617.5,74.45,0.851879259005483,0.0,True
Warehouse,47.56733,-122.3352,1946,1,0,179413,3459543.0,24.12,0.9999997109444803,0.0,False
Warehouse,47.57513,-122.33739,1917,1,0,65288,605971.1875,4.22,0.9999996905793479,0.0,False
Warehouse,47.5725,-122.3571,1966,1,0,170632,602245.0,4.2,1.0,0.0,False
Office,47.60214,-122.32726,2009,17,138098,275166,13631141.0,95.03,0.9999999266385697,0.0,True
Other,47.6586,-122.3124,2009,6,54300,68100,4865551.5,79.39,0.7974623226164598,0.0,True
Retail,47.66246,-122.29898,1956,2,0,93803,5453438.5,110.41,0.7122726331286215,0.0,False
Warehouse,47.51304,-122.28394,1966,2,0,123000,3004271.0,20.94,1.0,0.0,False
Office,47.6056366,-122.3214798,2003,5,112980,162150,9941308.0,69.3,0.9999998994096149,0.0,True
Warehouse,47.51168,-122.28285,1978,1,0,60448,1052244.75,27.24,0.5900271776124328,0.0,False
Other,47.61915,-122.35871,1928,4,0,62600,11147342.0,406.04,0.3616223490765781,0.0,False
Other,47.60453796,-122.3203278,2004,4,21612,55800,2655387.5,20.85,0.9809427061022167,0.0,True
Office,47.60796711,-122.3195445,1990,5,159157,130262,12731388.0,133.5,0.9238230741220046,0.0,True
Other,47.6993,-122.32378,1987,5,0,90266,7771933.5,54.18,0.9999999356659447,0.0,False
Warehouse,47.6582,-122.36434,2004,4,6458,80874,1165598.875,14.49,0.8816489291824342,0.0,True
Other,47.62147,-122.34817,1999,5,0,141718,19085174.0,341.23,0.7635853359262011,0.0,False
Hospitality,47.62562,-122.35121,2008,5,21273,90583,9444484.0,278.97,0.5109063660862785,0.0,True
Warehouse,47.61818,-122.31728,1988,4,0,132828,1083729.625,7.56,0.9999994232878888,0.0,False
Warehouse,47.53935,-122.34402,1970,1,0,70400,13962749.0,284.01,0.710246026767365,0.0,False
Retail,47.71417,-122.34256,1995,1,0,101830,10713006.0,295.12,0.5540335737700511,0.0,False
Education,47.5997,-122.30364,1974,4,0,114000,7575080.0,109.71,0.8371944586723836,0.0,False
Warehouse,47.57311,-122.3601,1965,1,0,152365,1069749.75,13.07,0.8863820720687244,0.0,False
Retail,47.54862,-122.32272,1958,1,0,74178,5402181.0,134.82,0.6101839238633433,0.0,False
Warehouse,47.70799,-122.30185,1987,4,0,80360,686019.1875,16.27,0.6370361178855511,0.0,False
Retail,47.61318,-122.32122,1996,3,0,119190,10077532.0,267.0,0.5768681260451468,0.0,False
Other,47.59394,-122.32452,2008,2,0,51856,1938613.125,13.51,0.9999999355209153,0.0,False
Other,47.58718,-122.33467,1921,3,12586,53552,7070998.5,49.29,0.9999999292886288,0.0,True
Other,47.64859,-122.33311,2000,3,36093,56986,1997181.5,25.6,0.8733302406416242,0.0,True
Worship Facility,47.67738,-122.28996,1957,2,0,22220,778355.8125,31.74,0.2673070550237588,0.0,False
Other,47.54437,-122.30863,1962,1,0,44700,2042771.0,30.52,0.8272939061696098,0.0,False
Warehouse,47.54137,-122.33051,1976,1,0,44100,1618916.375,11.29,0.999999768363576,0.0,False
Warehouse,47.54113,-122.32633,1965,1,0,27800,1224186.25,24.39,0.719339071158494,0.0,False
Warehouse,47.55436,-122.33631,2001,1,0,46340,2564004.0,17.87,1.0,0.0,False
Other,47.54134,-122.30529,1994,1,0,22800,2222097.5,101.5,0.16111804275014935,0.0,False
Office,47.60191,-122.31438,1910,3,0,38460,1950713.25,36.02,0.7508376743737195,0.0,False
Worship Facility,47.68576,-122.35481,1922,2,0,21022,945245.625,43.84,0.14589012247478003,0.0,False
Warehouse,47.51127,-122.281,1967,1,0,48001,2143650.75,86.46,0.2769014495481598,0.0,False
Warehouse,47.51399,-122.27946,1979,1,0,26380,509124.0,3.58,0.9986093761048389,0.0,False
Warehouse,47.51018,-122.28192,1969,1,0,37351,2559461.75,77.04,0.49872282717254907,0.0,False
Warehouse,47.51127,-122.281,1981,1,0,30375,345866.6875,2.41,1.0000009035273165,0.0,False
Warehouse,47.51104,-122.28245,1979,1,0,30004,369291.5,2.57,0.999998646056029,0.0,False
Other,47.68541,-122.27097,1928,3,0,39971,10960107.0,416.07,0.32831778010926355,0.0,False
Worship Facility,47.68164,-122.3753,1914,2,0,33589,509836.1875,21.93,0.21894483509960735,0.0,False
Office,47.66587,-122.38476,1979,3,0,43500,3220635.25,22.65,0.9986837224115956,0.0,False
Other,47.61597,-122.33086,1946,2,22000,22588,7251589.0,50.55,0.9999998620991896,0.0,True
Retail,47.59692,-122.31543,1917,2,0,147545,6787070.0,169.75,0.6090271648885307,0.0,False
Other,47.68339,-122.31947,1923,2,0,21462,1114384.625,7.77,0.9999994391523483,0.0,False
Other,47.67713,-122.35398,1917,2,0,28072,1362523.0,63.48,0.14123504704140774,0.0,False
Other,47.61468,-122.34925,1955,2,0,31020,4970047.0,207.6,0.24579264542166301,0.0,False
Office,47.61402,-122.35016,1917,2,0,21600,1636649.125,29.62,0.7588584388849993,0.0,False
Office,47.6158,-122.35126,1974,5,13320,48505,4322873.0,141.2,0.44315412458335,0.0,True
Office,47.61683,-122.35176,1942,3,0,64630,1408291.375,9.82,0.9999997337198774,0.0,False
Worship Facility,47.61636,-122.35094,1948,2,0,20920,1042108.5,42.19,0.2735290998969877,0.0,False
Retail,47.72736,-122.34579,1968,1,0,48139,859236.625,24.02,0.5451373770292904,0.0,False
Worship Facility,47.56633,-122.38725,1949,2,0,21364,965651.125,43.8,0.16799027702680924,0.0,False
Education,47.61741,-122.33491,1992,2,0,28923,439311.9063,15.27,0.3978221338728147,0.0,False
Education,47.61789,-122.33573,1928,3,0,21600,323739.4063,6.33,0.7275790200891588,0.0,False
Retail,47.6646,-122.29932,1996,1,0,25735,1169394.875,18.1,0.8155457325738664,0.0,False
Retail,47.66246,-122.29898,1956,2,0,25862,4801472.0,154.17,0.45517770383748984,0.0,False
Retail,47.66246,-122.29898,2003,2,0,49965,3377209.75,29.54,0.9615026132149477,0.0,False
Office,47.6026,-122.33232,1929,2,0,20028,511797.4063,14.22,0.7035107946384292,0.29648938844182654,False
Office,47.60247,-122.33372,1900,7,0,23622,552007.5,9.95,0.7605838688785931,0.0,False
Office,47.60237,-122.33365,1902,3,0,23563,883197.6875,6.16,1.0000003538279192,0.0,False
Other,47.60284,-122.33407,1903,3,0,28600,1062722.625,24.25,0.6565861905875957,0.0,False
Other,47.60427,-122.33385,1978,2,12379,26160,2186018.5,15.24,0.9999997712736649,0.0,True
Office,47.60427,-122.33385,1906,5,0,26840,1989287.0,13.87,1.0,0.0,False
Retail,47.60427,-122.33385,1906,2,0,46800,1245187.5,8.68,0.9999995984540481,0.0,False
Office,47.60431,-122.33335,1979,3,26640,37350,2067352.5,14.63,0.9977108403138797,0.0,True
Office,47.61285,-122.34817,1908,3,0,28800,1345025.75,28.81,0.6869043213484947,0.0,False
Office,47.6172,-122.34979,1954,3,4968,28584,1696978.75,60.43,0.3793058693280632,0.0,True
Retail,47.61652,-122.34854,1931,2,0,26270,1560461.75,33.78,0.6819135425780222,0.0,False
Office,47.61595,-122.34756,1926,3,7820,49800,2385395.0,16.63,1.0,0.0,True
Other,47.61543,-122.34651,1954,2,6080,22616,418348.5,2.92,0.9999988048242076,0.0,True
Hospitality,47.61471,-122.34525,1990,5,0,57800,2443065.25,66.29,0.5629956056228953,0.0,False
Other,47.61319,-122.33695,1955,2,0,31890,1858224.625,12.95,0.9999996636574547,0.0,False
Office,47.61267,-122.33852,1925,2,13660,30438,1441900.5,41.69,0.6875495223144732,0.31245034764881485,True
Other,47.61332,-122.33904,1923,3,0,22381,3532966.5,126.78,0.3733531014234072,0.0,False
Retail,47.61812,-122.35509,1925,1,1263,23562,439521.0938,11.14,0.6018345961806487,0.0,True
Office,47.6146,-122.34217,1952,4,0,26670,1553208.375,10.83,0.9999785122199074,0.0,False
Other,47.61607,-122.34449,1922,2,0,37740,3095882.0,86.02,0.5489104558894686,0.0,False
Office,47.61768,-122.34139,1965,1,0,23752,1067153.75,30.33,0.5351225163196962,0.0,False
Hospitality,47.61822,-122.34132,1967,4,0,44416,2669564.25,72.78,0.5602198935650265,0.0,False
Other,47.61634,-122.35385,2006,2,22867,10925,2547848.0,30.6,0.8908239424015876,0.0,True
Worship Facility,47.66476,-122.35248,1928,2,0,45991,1145535.75,36.43,0.46181797469000857,0.0,False
Education,47.66282,-122.305,1921,3,0,21499,605130.6875,4.22,0.9999988638817793,0.0,False
Office,47.66461,-122.30142,1989,2,0,20384,1791071.375,13.91,0.9827179556146945,0.0,False
Retail,47.66246,-122.29898,1956,2,0,39265,5238803.0,47.12,0.9561537244290347,0.0,False
Retail,47.66246,-122.29898,1956,2,0,54284,6778694.0,63.61,0.9477046758564408,0.0,False
Retail,47.66246,-122.29898,1956,1,0,23409,2545405.0,28.41,0.9091543388969535,0.0,False
Retail,47.66246,-122.29898,1997,1,0,63153,4644178.0,47.66,0.92867219990276,0.0,False
Hospitality,47.66355,-122.30123,1961,2,0,24100,1587454.75,46.57,0.5152820891430133,0.0,False
Other,47.61521,-122.33747,1923,3,0,33600,4475650.0,101.99,0.6571816384212349,0.0,False
Other,47.61362,-122.33959,1927,4,0,32356,1857154.75,74.92,0.5247403319513357,0.4752596343950336,False
Hospitality,47.61798,-122.33974,1960,7,12960,48220,3993913.25,126.3,0.4656758631399918,0.0,True
Office,47.61524,-122.33519,1978,5,11250,32256,3460275.5,99.15,0.5300439228032565,0.0,True
Worship Facility,47.67572,-122.3285,1910,2,0,23931,496477.3125,18.66,0.3365209160489081,0.0,False
Worship Facility,47.67491,-122.33316,1948,2,0,21393,845961.375,32.64,0.3148595288998862,0.0,False
Other,47.57256,-122.29265,1990,2,0,47560,1132489.625,33.23,0.5150563741367609,0.0,False
Healthcare,47.60897,-122.32507,2006,6,0,62334,1076733.25,34.98,0.4468776273046272,0.0,False
Education,47.66159,-122.30441,1930,3,0,20960,1500309.75,64.51,0.2191547445452514,0.0,False
Education,47.61679,-122.33619,1910,3,0,28800,717056.375,8.45,0.8958096216632897,0.0,False
Education,47.61718,-122.33654,1957,2,0,21600,1261536.75,38.87,0.48331846059974076,0.0,False
Education,47.61687,-122.33533,1995,3,0,22860,931148.625,6.49,0.9999993287859926,0.0,False
Worship Facility,47.66516,-122.2738,1972,1,0,26366,888031.875,32.22,0.364628803442444,0.0,False
Worship Facility,47.54362,-122.2667,1965,2,0,21732,860364.1875,23.59,0.5569257844080127,0.0,False
Other,47.66835,-122.38886,1945,1,0,21060,350264.5938,6.69,0.7370941984145245,0.0,False
Other,47.6684,-122.38788,1960,4,0,20539,1678458.75,37.31,0.6693205894991462,0.0,False
Retail,47.66033,-122.31348,1900,3,0,32960,813641.0,5.67,1.0,0.0,False
Other,47.66097,-122.3139,1921,3,0,29636,688641.8125,4.8,1.0000002722750734,0.0,False
Hospitality,47.66023,-122.31581,1930,3,0,20571,716279.6875,4.99,0.9999990401793992,0.0,False
Worship Facility,47.65926,-122.31241,1926,2,0,47992,3040195.5,118.37,0.30722629515108485,0.0,False
Education,47.65711,-122.31409,1993,3,0,28572,2717863.25,89.57,0.43680453753513904,0.0,False
Education,47.60817,-122.32654,1982,15,31535,84240,2882489.75,20.09,0.9999997398082682,0.0,True
Worship Facility,47.68752,-122.29852,2000,2,0,31386,1128179.125,27.14,0.6297563784474385,0.0,False
Office,47.64834,-122.33188,2012,2,26497,57619,2641681.75,20.08,0.986367491087827,0.0,True
Healthcare,47.57188,-122.29531,1981,3,0,78374,3321035.75,23.15,0.9999997741668394,0.0,False
Other,47.65742,-122.36736,2007,2,0,38784,1841154.25,26.11,0.8437174669096845,0.0,False
Other,47.57383,-122.33046,1969,2,0,41790,2177075.0,33.37,0.818869354523845,0.0,False
Office,47.60542,-122.3364,1900,5,0,39960,2178690.5,49.98,0.6538891136671316,0.0,False
Warehouse,47.60528,-122.33627,1900,5,0,33300,90558.70313,0.63,1.000003278205073,0.0,False
Hospitality,47.60721,-122.33451,1926,11,0,36240,2147968.25,120.91,0.2124565854267166,0.539169166024684,False
Other,47.60781,-122.33186,1922,3,6960,32360,3042875.5,145.48,0.31475523727474225,0.3829718797236364,True
Other,47.60547,-122.33118,1908,5,0,41536,2735166.0,19.07,1.0,0.0,False
Hospitality,47.60223,-122.32889,1909,6,0,35820,3321603.0,130.58,0.29905711188242545,0.0,False
Education,47.56542,-122.38502,1922,2,0,33462,3987215.5,185.23,0.14419586801867118,0.0,False
Education,47.56504,-122.38455,1965,3,0,49744,2096835.5,89.29,0.22812900678188633,0.0,False
Worship Facility,47.56342,-122.38509,1923,2,0,37816,1411305.5,43.45,0.48379461427734816,0.0,False
Other,47.5622,-122.38648,1926,2,0,23315,1354000.625,35.04,0.5901245429631911,0.0,False
Other,47.56147,-122.38638,1930,2,0,20700,4265815.0,188.67,0.19250975487685237,0.0,False
Other,47.56263,-122.38196,1948,1,13124,28397,3343550.0,100.21,0.5014807614661064,0.0,True
Retail,47.56197,-122.38109,1946,2,0,25762,1906384.875,13.29,1.0000000655691312,0.0,False
Other,47.56245,-122.37805,1984,1,0,33334,6118300.5,210.3,0.40611048770814706,0.0,False
Office,47.56175,-122.37835,1981,3,0,43387,2686765.0,34.15,0.8756232867407459,0.0,False
Other,47.72178,-122.29498,1979,1,0,39350,267135.0938,1.86,0.9999996488668013,0.0,False
Other,47.72032,-122.29507,1949,1,0,22405,3498214.75,134.57,0.3173272881546223,0.0,False
Other,47.72606,-122.28747,2013,1,0,32590,1361794.25,43.13,0.46462378586192443,0.0,False
